Unnamed: 0,Region,Country,City,Day,AvgTemperature
162,Africa,Ethiopia,Addis Ababa,13,67.2
163,Africa,Ethiopia,Addis Ababa,14,63.2
164,Africa,Ethiopia,Addis Ababa,15,60.6
165,Africa,Ethiopia,Addis Ababa,16,59.6
166,Africa,Ethiopia,Addis Ababa,17,53.9
167,Africa,Ethiopia,Addis Ababa,18,59.6
168,Africa,Ethiopia,Addis Ababa,19,-99.0
169,Africa,Ethiopia,Addis Ababa,20,59.0
170,Africa,Ethiopia,Addis Ababa,21,65.1
171,Africa,Ethiopia,Addis Ababa,22,62.7
172,Africa,Ethiopia,Addis Ababa,23,63.3
173,Africa,Ethiopia,Addis Ababa,24,60.9
174,Africa,Ethiopia,Addis Ababa,25,65.5
175,Africa,Ethiopia,Addis Ababa,26,60.5
176,Africa,Ethiopia,Addis Ababa,27,59.1
177,Africa,Ethiopia,Addis Ababa,28,62.7
178,Africa,Ethiopia,Addis Ababa,29,60.0
179,Africa,Ethiopia,Addis Ababa,30,59.2
180,Africa,Gabon,Libreville,1,78.8
181,Africa,Gabon,Libreville,2,77.6
182,Africa,Gabon,Libreville,3,80.3
183,Africa,Gabon,Libreville,4,78.5
184,Africa,Gabon,Libreville,5,79.3
185,Africa,Gabon,Libreville,6,79.7
186,Africa,Gabon,Libreville,7,79.6
187,Africa,Gabon,Libreville,8,78.4
188,Africa,Gabon,Libreville,9,79.8
189,Africa,Gabon,Libreville,10,78.8
190,Africa,Gabon,Libreville,11,80.7
191,Africa,Gabon,Libreville,12,76.9
192,Africa,Gabon,Libreville,13,79.9
193,Africa,Gabon,Libreville,14,79.2
194,Africa,Gabon,Libreville,15,78.6
195,Africa,Gabon,Libreville,16,79.4
196,Africa,Gabon,Libreville,17,80.2
197,Africa,Gabon,Libreville,18,78.7
198,Africa,Gabon,Libreville,19,79.0
199,Africa,Gabon,Libreville,20,80.7
200,Africa,Gabon,Libreville,21,81.1
201,Africa,Gabon,Libreville,22,81.0
202,Africa,Gabon,Libreville,23,78.0
203,Africa,Gabon,Libreville,24,79.6
204,Africa,Gabon,Libreville,25,82.1
205,Africa,Gabon,Libreville,26,79.3
206,Africa,Gabon,Libreville,27,81.0
207,Africa,Gabon,Libreville,28,79.7
208,Africa,Gabon,Libreville,29,80.1
209,Africa,Gabon,Libreville,30,80.5
210,Africa,Gambia,Banjul,1,83.7
211,Africa,Gambia,Banjul,2,85.1
212,Africa,Gambia,Banjul,3,-99.0
213,Africa,Gambia,Banjul,4,-99.0
214,Africa,Gambia,Banjul,5,-99.0
215,Africa,Gambia,Banjul,6,-99.0
216,Africa,Gambia,Banjul,7,-99.0
217,Africa,Gambia,Banjul,8,-99.0
218,Africa,Gambia,Banjul,9,-99.0
219,Africa,Gambia,Banjul,10,-99.0
220,Africa,Gambia,Banjul,11,-99.0
221,Africa,Gambia,Banjul,12,-99.0
222,Africa,Gambia,Banjul,13,-99.0
223,Africa,Gambia,Banjul,14,-99.0
224,Africa,Gambia,Banjul,15,-99.0
225,Africa,Gambia,Banjul,16,-99.0
226,Africa,Gambia,Banjul,17,-99.0
227,Africa,Gambia,Banjul,18,-99.0
228,Africa,Gambia,Banjul,19,-99.0
229,Africa,Gambia,Banjul,20,-99.0
230,Africa,Gambia,Banjul,21,-99.0
231,Africa,Gambia,Banjul,22,-99.0
232,Africa,Gambia,Banjul,23,-99.0
233,Africa,Gambia,Banjul,24,81.3
234,Africa,Gambia,Banjul,25,80.0
235,Africa,Gambia,Banjul,26,80.1
236,Africa,Gambia,Banjul,27,82.6
237,Africa,Gambia,Banjul,28,80.6
238,Africa,Gambia,Banjul,29,78.2
239,Africa,Gambia,Banjul,30,78.8
240,Africa,Guinea,Conakry,1,78.2
241,Africa,Guinea,Conakry,2,85.1
242,Africa,Guinea,Conakry,3,81.5
243,Africa,Guinea,Conakry,4,79.5
244,Africa,Guinea,Conakry,5,80.3
245,Africa,Guinea,Conakry,6,80.6
246,Africa,Guinea,Conakry,7,82.2
247,Africa,Guinea,Conakry,8,81.4
248,Africa,Guinea,Conakry,9,78.6
249,Africa,Guinea,Conakry,10,81.9
250,Africa,Guinea,Conakry,11,83.6
251,Africa,Guinea,Conakry,12,83.8
252,Africa,Guinea,Conakry,13,85.0
253,Africa,Guinea,Conakry,14,84.0
254,Africa,Guinea,Conakry,15,83.2
255,Africa,Guinea,Conakry,16,84.0
256,Africa,Guinea,Conakry,17,81.8
257,Africa,Guinea,Conakry,18,82.1
258,Africa,Guinea,Conakry,19,82.7
259,Africa,Guinea,Conakry,20,81.6
260,Africa,Guinea,Conakry,21,82.4
261,Africa,Guinea,Conakry,22,84.0
262,Africa,Guinea,Conakry,23,-99.0
263,Africa,Guinea,Conakry,24,83.2
264,Africa,Guinea,Conakry,25,83.5
265,Africa,Guinea,Conakry,26,84.0
266,Africa,Guinea,Conakry,27,84.6
267,Africa,Guinea,Conakry,28,81.1
268,Africa,Guinea,Conakry,29,80.0
269,Africa,Guinea,Conakry,30,85.4
270,Africa,Guinea-Bissau,Bissau,1,84.8
271,Africa,Guinea-Bissau,Bissau,2,86.0
272,Africa,Guinea-Bissau,Bissau,3,83.0
273,Africa,Guinea-Bissau,Bissau,4,84.8
274,Africa,Guinea-Bissau,Bissau,5,85.2
275,Africa,Guinea-Bissau,Bissau,6,82.4
276,Africa,Guinea-Bissau,Bissau,7,81.9
277,Africa,Guinea-Bissau,Bissau,8,82.1
278,Africa,Guinea-Bissau,Bissau,9,84.4
279,Africa,Guinea-Bissau,Bissau,10,83.3
280,Africa,Guinea-Bissau,Bissau,11,83.7
281,Africa,Guinea-Bissau,Bissau,12,84.7
282,Africa,Guinea-Bissau,Bissau,13,82.3
283,Africa,Guinea-Bissau,Bissau,14,83.8
284,Africa,Guinea-Bissau,Bissau,15,81.0
285,Africa,Guinea-Bissau,Bissau,16,83.7
286,Africa,Guinea-Bissau,Bissau,17,81.9
287,Africa,Guinea-Bissau,Bissau,18,80.1
288,Africa,Guinea-Bissau,Bissau,19,83.1
289,Africa,Guinea-Bissau,Bissau,20,80.9
290,Africa,Guinea-Bissau,Bissau,21,83.0
291,Africa,Guinea-Bissau,Bissau,22,83.5
292,Africa,Guinea-Bissau,Bissau,23,82.5
293,Africa,Guinea-Bissau,Bissau,24,82.3
294,Africa,Guinea-Bissau,Bissau,25,82.1
295,Africa,Guinea-Bissau,Bissau,26,82.4
296,Africa,Guinea-Bissau,Bissau,27,82.1
297,Africa,Guinea-Bissau,Bissau,28,83.7
298,Africa,Guinea-Bissau,Bissau,29,80.6
299,Africa,Guinea-Bissau,Bissau,30,83.4
300,Africa,Ivory Coast,Abidjan,1,81.4
301,Africa,Ivory Coast,Abidjan,2,81.9
302,Africa,Ivory Coast,Abidjan,3,83.9
303,Africa,Ivory Coast,Abidjan,4,82.0
304,Africa,Ivory Coast,Abidjan,5,82.3
305,Africa,Ivory Coast,Abidjan,6,79.4
306,Africa,Ivory Coast,Abidjan,7,80.1
307,Africa,Ivory Coast,Abidjan,8,82.9
308,Africa,Ivory Coast,Abidjan,9,81.6
309,Africa,Ivory Coast,Abidjan,10,82.6
310,Africa,Ivory Coast,Abidjan,11,83.4
311,Africa,Ivory Coast,Abidjan,12,83.7
312,Africa,Ivory Coast,Abidjan,13,82.3
313,Africa,Ivory Coast,Abidjan,14,82.0
314,Africa,Ivory Coast,Abidjan,15,82.1
315,Africa,Ivory Coast,Abidjan,16,80.3
316,Africa,Ivory Coast,Abidjan,17,80.3
317,Africa,Ivory Coast,Abidjan,18,82.8
318,Africa,Ivory Coast,Abidjan,19,83.3
319,Africa,Ivory Coast,Abidjan,20,80.9
320,Africa,Ivory Coast,Abidjan,21,81.7
321,Africa,Ivory Coast,Abidjan,22,79.0
322,Africa,Ivory Coast,Abidjan,23,79.4
323,Africa,Ivory Coast,Abidjan,24,79.9
324,Africa,Ivory Coast,Abidjan,25,81.1
325,Africa,Ivory Coast,Abidjan,26,80.0
326,Africa,Ivory Coast,Abidjan,27,81.2
327,Africa,Ivory Coast,Abidjan,28,83.2
328,Africa,Ivory Coast,Abidjan,29,83.2
329,Africa,Ivory Coast,Abidjan,30,81.5
330,Africa,Kenya,Nairobi,1,68.3
331,Africa,Kenya,Nairobi,2,65.3
332,Africa,Kenya,Nairobi,3,64.0
333,Africa,Kenya,Nairobi,4,65.7
334,Africa,Kenya,Nairobi,5,64.0
335,Africa,Kenya,Nairobi,6,64.7
336,Africa,Kenya,Nairobi,7,67.2
337,Africa,Kenya,Nairobi,8,67.4
338,Africa,Kenya,Nairobi,9,66.9
339,Africa,Kenya,Nairobi,10,66.9
340,Africa,Kenya,Nairobi,11,69.4
341,Africa,Kenya,Nairobi,12,66.1
342,Africa,Kenya,Nairobi,13,66.1
343,Africa,Kenya,Nairobi,14,65.5
344,Africa,Kenya,Nairobi,15,66.0
345,Africa,Kenya,Nairobi,16,67.4
346,Africa,Kenya,Nairobi,17,67.3
347,Africa,Kenya,Nairobi,18,67.2
348,Africa,Kenya,Nairobi,19,65.7
349,Africa,Kenya,Nairobi,20,66.2
350,Africa,Kenya,Nairobi,21,67.5
351,Africa,Kenya,Nairobi,22,69.6
352,Africa,Kenya,Nairobi,23,-99.0
353,Africa,Kenya,Nairobi,24,70.5
354,Africa,Kenya,Nairobi,25,65.8
355,Africa,Kenya,Nairobi,26,66.7
356,Africa,Kenya,Nairobi,27,67.5
357,Africa,Kenya,Nairobi,28,67.9
358,Africa,Kenya,Nairobi,29,68.8
359,Africa,Kenya,Nairobi,30,67.0
360,Africa,Morocco,Rabat,1,61.1
361,Africa,Morocco,Rabat,2,62.9
362,Africa,Morocco,Rabat,3,65.1
363,Africa,Morocco,Rabat,4,65.2
364,Africa,Morocco,Rabat,5,62.1
365,Africa,Morocco,Rabat,6,59.5
366,Africa,Morocco,Rabat,7,59.9
367,Africa,Morocco,Rabat,8,58.4
368,Africa,Morocco,Rabat,9,59.9
369,Africa,Morocco,Rabat,10,56.7
370,Africa,Morocco,Rabat,11,58.0
371,Africa,Morocco,Rabat,12,56.7
372,Africa,Morocco,Rabat,13,57.4
373,Africa,Morocco,Rabat,14,58.8
374,Africa,Morocco,Rabat,15,56.1
375,Africa,Morocco,Rabat,16,55.5
376,Africa,Morocco,Rabat,17,55.3
377,Africa,Morocco,Rabat,18,55.3
378,Africa,Morocco,Rabat,19,55.4
379,Africa,Morocco,Rabat,20,56.4
380,Africa,Morocco,Rabat,21,56.7
381,Africa,Morocco,Rabat,22,57.9
382,Africa,Morocco,Rabat,23,60.8
383,Africa,Morocco,Rabat,24,60.7
384,Africa,Morocco,Rabat,25,62.5
385,Africa,Morocco,Rabat,26,63.8
386,Africa,Morocco,Rabat,27,64.3
387,Africa,Morocco,Rabat,28,67.1
388,Africa,Morocco,Rabat,29,66.2
389,Africa,Morocco,Rabat,30,59.4
390,Africa,Madagascar,Antananarivo,1,65.1
391,Africa,Madagascar,Antananarivo,2,63.9
392,Africa,Madagascar,Antananarivo,3,66.6
393,Africa,Madagascar,Antananarivo,4,65.7
394,Africa,Madagascar,Antananarivo,5,66.6
395,Africa,Madagascar,Antananarivo,6,69.0
396,Africa,Madagascar,Antananarivo,7,68.4
397,Africa,Madagascar,Antananarivo,8,71.3
398,Africa,Madagascar,Antananarivo,9,71.1
399,Africa,Madagascar,Antananarivo,10,71.7
400,Africa,Madagascar,Antananarivo,11,69.5
401,Africa,Madagascar,Antananarivo,12,74.1
402,Africa,Madagascar,Antananarivo,13,71.4
403,Africa,Madagascar,Antananarivo,14,69.1
404,Africa,Madagascar,Antananarivo,15,65.7
405,Africa,Madagascar,Antananarivo,16,69.2
406,Africa,Madagascar,Antananarivo,17,68.9
407,Africa,Madagascar,Antananarivo,18,70.8
408,Africa,Madagascar,Antananarivo,19,70.5
409,Africa,Madagascar,Antananarivo,20,69.2
410,Africa,Madagascar,Antananarivo,21,67.8
411,Africa,Madagascar,Antananarivo,22,67.3
412,Africa,Madagascar,Antananarivo,23,67.0
413,Africa,Madagascar,Antananarivo,24,67.9
414,Africa,Madagascar,Antananarivo,25,69.0
415,Africa,Madagascar,Antananarivo,26,70.6
416,Africa,Madagascar,Antananarivo,27,72.5
417,Africa,Madagascar,Antananarivo,28,70.9
418,Africa,Madagascar,Antananarivo,29,68.7
419,Africa,Madagascar,Antananarivo,30,68.0
420,Africa,Mauritania,Nouakchott,1,80.7
421,Africa,Mauritania,Nouakchott,2,87.4
422,Africa,Mauritania,Nouakchott,3,84.9
423,Africa,Mauritania,Nouakchott,4,81.3
424,Africa,Mauritania,Nouakchott,5,80.1
425,Africa,Mauritania,Nouakchott,6,74.3
426,Africa,Mauritania,Nouakchott,7,73.2
427,Africa,Mauritania,Nouakchott,8,74.2
428,Africa,Mauritania,Nouakchott,9,78.3
429,Africa,Mauritania,Nouakchott,10,82.0
430,Africa,Mauritania,Nouakchott,11,87.1
431,Africa,Mauritania,Nouakchott,12,84.6
432,Africa,Mauritania,Nouakchott,13,76.6
433,Africa,Mauritania,Nouakchott,14,79.5
434,Africa,Mauritania,Nouakchott,15,77.6
435,Africa,Mauritania,Nouakchott,16,77.0
436,Africa,Mauritania,Nouakchott,17,76.8
437,Africa,Mauritania,Nouakchott,18,76.2
438,Africa,Mauritania,Nouakchott,19,77.1
439,Africa,Mauritania,Nouakchott,20,72.3
440,Africa,Mauritania,Nouakchott,21,72.9
441,Africa,Mauritania,Nouakchott,22,71.4
442,Africa,Mauritania,Nouakchott,23,74.4
443,Africa,Mauritania,Nouakchott,24,76.2
444,Africa,Mauritania,Nouakchott,25,82.9
445,Africa,Mauritania,Nouakchott,26,85.4
446,Africa,Mauritania,Nouakchott,27,82.0
447,Africa,Mauritania,Nouakchott,28,80.0
448,Africa,Mauritania,Nouakchott,29,77.5
449,Africa,Mauritania,Nouakchott,30,78.3
450,Africa,Mozambique,Maputo,1,75.6
451,Africa,Mozambique,Maputo,2,77.1
452,Africa,Mozambique,Maputo,3,77.5
453,Africa,Mozambique,Maputo,4,76.4
454,Africa,Mozambique,Maputo,5,75.7
455,Africa,Mozambique,Maputo,6,77.5
456,Africa,Mozambique,Maputo,7,70.7
457,Africa,Mozambique,Maputo,8,65.8
458,Africa,Mozambique,Maputo,9,70.5
459,Africa,Mozambique,Maputo,10,74.2
460,Africa,Mozambique,Maputo,11,73.7
461,Africa,Mozambique,Maputo,12,75.8
462,Africa,Mozambique,Maputo,13,78.1
463,Africa,Mozambique,Maputo,14,79.4
464,Africa,Mozambique,Maputo,15,76.9
465,Africa,Mozambique,Maputo,16,66.9
466,Africa,Mozambique,Maputo,17,70.2
467,Africa,Mozambique,Maputo,18,74.2
468,Africa,Mozambique,Maputo,19,77.6
469,Africa,Mozambique,Maputo,20,78.3
470,Africa,Mozambique,Maputo,21,77.2
471,Africa,Mozambique,Maputo,22,77.0
472,Africa,Mozambique,Maputo,23,70.2
473,Africa,Mozambique,Maputo,24,73.6
474,Africa,Mozambique,Maputo,25,70.7
475,Africa,Mozambique,Maputo,26,73.3
476,Africa,Mozambique,Maputo,27,70.5
477,Africa,Mozambique,Maputo,28,72.1
478,Africa,Mozambique,Maputo,29,75.6
479,Africa,Mozambique,Maputo,30,76.7
480,Africa,Namibia,Windhoek,1,65.6
481,Africa,Namibia,Windhoek,2,66.8
482,Africa,Namibia,Windhoek,3,69.4
483,Africa,Namibia,Windhoek,4,74.3
484,Africa,Namibia,Windhoek,5,78.4
485,Africa,Namibia,Windhoek,6,79.8
486,Africa,Namibia,Windhoek,7,77.0
487,Africa,Namibia,Windhoek,8,77.5
488,Africa,Namibia,Windhoek,9,75.9
489,Africa,Namibia,Windhoek,10,71.4
490,Africa,Namibia,Windhoek,11,73.9
491,Africa,Namibia,Windhoek,12,74.4
492,Africa,Namibia,Windhoek,13,73.4
493,Africa,Namibia,Windhoek,14,70.4
494,Africa,Namibia,Windhoek,15,59.2
495,Africa,Namibia,Windhoek,16,59.9
496,Africa,Namibia,Windhoek,17,67.5
497,Africa,Namibia,Windhoek,18,68.3
498,Africa,Namibia,Windhoek,19,-99.0
499,Africa,Namibia,Windhoek,20,82.2
500,Africa,Namibia,Windhoek,21,75.3
501,Africa,Namibia,Windhoek,22,76.5
502,Africa,Namibia,Windhoek,23,75.6
503,Africa,Namibia,Windhoek,24,76.6
504,Africa,Namibia,Windhoek,25,79.1
505,Africa,Namibia,Windhoek,26,76.9
506,Africa,Namibia,Windhoek,27,79.8
507,Africa,Namibia,Windhoek,28,77.6
508,Africa,Namibia,Windhoek,29,81.0
509,Africa,Namibia,Windhoek,30,80.1
510,Africa,Nigeria,Niamey,1,86.9
511,Africa,Nigeria,Niamey,2,85.8
512,Africa,Nigeria,Niamey,3,85.5
513,Africa,Nigeria,Niamey,4,85.1
514,Africa,Nigeria,Niamey,5,83.6
515,Africa,Nigeria,Niamey,6,83.2
516,Africa,Nigeria,Niamey,7,82.8
517,Africa,Nigeria,Niamey,8,82.5
518,Africa,Nigeria,Niamey,9,84.2
519,Africa,Nigeria,Niamey,10,82.9
520,Africa,Nigeria,Niamey,11,82.6
521,Africa,Nigeria,Niamey,12,81.7
522,Africa,Nigeria,Niamey,13,82.1
523,Africa,Nigeria,Niamey,14,82.5
524,Africa,Nigeria,Niamey,15,84.3
525,Africa,Nigeria,Niamey,16,85.7
526,Africa,Nigeria,Niamey,17,86.3
527,Africa,Nigeria,Niamey,18,86.6
528,Africa,Nigeria,Niamey,19,86.6
529,Africa,Nigeria,Niamey,20,85.7
530,Africa,Nigeria,Niamey,21,85.8
531,Africa,Nigeria,Niamey,22,84.3
532,Africa,Nigeria,Niamey,23,84.0
533,Africa,Nigeria,Niamey,24,82.8
534,Africa,Nigeria,Niamey,25,82.2
535,Africa,Nigeria,Niamey,26,80.2
536,Africa,Nigeria,Niamey,27,82.4
537,Africa,Nigeria,Niamey,28,80.1
538,Africa,Nigeria,Niamey,29,81.6
539,Africa,Nigeria,Niamey,30,82.3
540,Africa,Nigeria,Lagos,1,81.0
541,Africa,Nigeria,Lagos,2,80.9
542,Africa,Nigeria,Lagos,3,82.2
543,Africa,Nigeria,Lagos,4,79.3
544,Africa,Nigeria,Lagos,5,76.6
545,Africa,Nigeria,Lagos,6,-99.0
546,Africa,Nigeria,Lagos,7,-99.0
547,Africa,Nigeria,Lagos,8,-99.0
548,Africa,Nigeria,Lagos,9,-99.0
549,Africa,Nigeria,Lagos,10,-99.0
550,Africa,Nigeria,Lagos,11,-99.0
551,Africa,Nigeria,Lagos,12,-99.0
552,Africa,Nigeria,Lagos,13,-99.0
553,Africa,Nigeria,Lagos,14,-99.0
554,Africa,Nigeria,Lagos,15,-99.0
555,Africa,Nigeria,Lagos,16,-99.0
556,Africa,Nigeria,Lagos,17,-99.0
557,Africa,Nigeria,Lagos,18,-99.0
558,Africa,Nigeria,Lagos,19,-99.0
559,Africa,Nigeria,Lagos,20,-99.0
560,Africa,Nigeria,Lagos,21,-99.0
561,Africa,Nigeria,Lagos,22,-99.0
562,Africa,Nigeria,Lagos,23,-99.0
563,Africa,Nigeria,Lagos,24,-99.0
564,Africa,Nigeria,Lagos,25,-99.0
565,Africa,Nigeria,Lagos,26,-99.0
566,Africa,Nigeria,Lagos,27,85.1
567,Africa,Nigeria,Lagos,28,82.1
568,Africa,Nigeria,Lagos,29,82.7
569,Africa,Nigeria,Lagos,30,82.9
570,Africa,Senegal,Dakar,1,83.1
571,Africa,Senegal,Dakar,2,84.4
572,Africa,Senegal,Dakar,3,83.5
573,Africa,Senegal,Dakar,4,83.2
574,Africa,Senegal,Dakar,5,83.4
575,Africa,Senegal,Dakar,6,81.9
576,Africa,Senegal,Dakar,7,81.2
577,Africa,Senegal,Dakar,8,80.8
578,Africa,Senegal,Dakar,9,82.2
579,Africa,Senegal,Dakar,10,82.5
580,Africa,Senegal,Dakar,11,82.6
581,Africa,Senegal,Dakar,12,85.1
582,Africa,Senegal,Dakar,13,83.6
583,Africa,Senegal,Dakar,14,83.2
584,Africa,Senegal,Dakar,15,81.6
585,Africa,Senegal,Dakar,16,80.5
586,Africa,Senegal,Dakar,17,80.9
587,Africa,Senegal,Dakar,18,81.1
588,Africa,Senegal,Dakar,19,80.9
589,Africa,Senegal,Dakar,20,80.9
590,Africa,Senegal,Dakar,21,81.1
591,Africa,Senegal,Dakar,22,80.0
592,Africa,Senegal,Dakar,23,79.9
